Musteri_ID,Musteri_Yas,Musteri_Cins,Ayliq_Emekhaqqi,Bankla_Emekdasliq_Muddeti_Ay,Risk_Seqmenti,Aktiv_Kartlarin_Sayi,Kredit_Karti_Limiti,Kredit_Karti_Borcu,Istehlak_Krediti_Statusu,Ayliq_Kredit_Odenisi,Depozit_Portfeli_Hecmi,Son_3_Ayda_Mobil_Tetbiqe_Giris_Sayi,Son_1_Ayda_Filiala_Muraciet_Sayi,Qebz_ID,Tranzaksiya_Tarixi_Saati,Umumi_Mebleg,Odenis_Novu_Detalli,Satici_Adi,MCC_Kateqoriya,Umumi_EDV_Meblegi,Qaytarilan_EDV_Meblegi,EDV_Muraciet_Statusu,EDV_Imtina_Sebebi
10035,32,Kişi,2421.0,22,Aşağı,2,3631.5,0.0,Aktiv,702.8,10202.17,51,0,3422002472005,2025-07-06 17:45:42.289628,175.62,Nağdsız_Bankın_Kartı,Park Cinema,Əyləncə/Asudə Vaxt,26.79,4.02,Təsdiqləndi,
10005,32,Qadın,2059.0,162,Aşağı,3,3088.5,1048.11,Aktiv,862.78,5729.03,46,0,3792477735418,2025-08-22 06:29:19.477399,26.66,Nağd,Bravo,Supermarket,4.07,0.41,Təsdiqləndi,
10016,44,Kişi,3306.0,210,Aşağı,3,9918.0,6315.53,Yoxdur,0.0,28642.4,42,0,1399812120326,2025-08-29 03:35:53.935190,62.85,Nağdsız_Bankın_Kartı,Mado,Restoran/Kafe,9.59,1.44,Təsdiqləndi,
10042,80,Kişi,422.0,123,Aşağı,1,0.0,0.0,Yoxdur,0.0,2746.98,25,1,8927326988468,2025-09-18 10:02:31.595844,6.25,Nağdsız_Bankın_Kartı,Bolt,Nəqliyyat,0.95,0.14,Təsdiqləndi,
10026,40,Kişi,3334.0,109,Aşağı,1,10002.0,1472.5,Yoxdur,0.0,23166.74,33,0,8703602745686,2025-03-31 08:00:07.183345,219.64,Nağdsız_Bankın_Kartı,Vapiano,Restoran/Kafe,33.5,5.02,Təsdiqləndi,
10013,38,Kişi,3018.0,188,Aşağı,1,9054.0,0.0,Yoxdur,0.0,18187.02,59,0,9384533400902,2025-08-26 19:39:33.931488,169.06,Nağdsız_Bankın_Kartı,DeFacto,Geyim/Ayaqqabı,25.79,3.87,Təsdiqləndi,
10058,46,Qadın,3052.0,88,Aşağı,3,9156.0,3217.52,Yoxdur,0.0,42250.7,56,0,4356365567083,2025-06-28 10:23:27.248275,206.38,Nağd,Mango,Geyim/Ayaqqabı,31.48,3.15,Təsdiqləndi,
10011,54,Kişi,3182.0,300,Aşağı,4,9546.0,2277.84,Yoxdur,0.0,35253.94,52,0,1926212494130,2025-09-19 21:22:04.876336,62.66,Nağdsız_Bankın_Kartı,Baku Electronics,Elektronika/Məişət,9.56,1.43,Təsdiqləndi,
10027,39,Qadın,2230.0,33,Aşağı,1,6690.0,1158.01,Yoxdur,0.0,17711.73,48,0,5400652199679,2025-07-29 22:07:39.435278,112.38,Nağd,Bir-İki Dönər,Restoran/Kafe,17.14,1.71,Təsdiqləndi,
10072,65,Kişi,,300,Aşağı,4,0.0,0.0,Yoxdur,0.0,2286.04,5,0,0483272375180,2025-07-23 04:46:37.341153,34.5,Nağdsız_Bankın_Kartı,Araz,Supermarket,5.26,0.79,Təsdiqləndi,
10029,38,Qadın,1090.0,161,Orta,2,2180.0,0.0,Aktiv,476.21,1612.78,46,1,1693787248176,2025-08-19 22:33:24.850103,31.29,Nağdsız_Bankın_Kartı,Baku Electronics,Elektronika/Məişət,4.77,0.72,Təsdiqləndi,
10089,45,Kişi,1775.0,6,Orta,2,3550.0,968.63,Yoxdur,0.0,3481.33,32,0,9428510042228,2025-05-21 09:30:45.498156,36.83,Nağdsız_Bankın_Kartı,Avis Aptek,Aptek,5.62,0.84,Təsdiqləndi,
10011,54,Kişi,3182.0,300,Aşağı,4,9546.0,2277.84,Yoxdur,0.0,35253.94,52,0,9002403188117,2025-09-03 02:25:37.327902,32.72,Nağdsız_Bankın_Kartı,Bazarstore,Supermarket,4.99,0.75,Təsdiqləndi,
10052,46,Kişi,,129,Aşağı,3,7533.0,2393.24,Yoxdur,0.0,18233.19,45,0,3043934741808,2025-06-13 13:36:13.728326,64.95,Nağdsız_Bankın_Kartı,Vapiano,Restoran/Kafe,9.91,1.49,Təsdiqləndi,
10075,26,Kişi,2389.0,21,Aşağı,3,3583.5,0.0,Aktiv,988.87,4300.07,55,0,2299005133672,2025-07-09 09:18:06.003847,44.1,Nağdsız_Bankın_Kartı,Araz,Supermarket,6.73,1.01,Təsdiqləndi,
10090,38,Kişi,1857.0,88,Orta,4,3714.0,0.0,Aktiv,636.01,5545.23,50,0,3652536835624,2025-07-22 21:06:54.396163,46.62,Nağdsız_Bankın_Kartı,Mado,Restoran/Kafe,7.11,1.07,Təsdiqləndi,
10085,23,Kişi,2469.0,1,Aşağı,3,3703.5,0.0,Aktiv,689.41,4438.17,74,0,8890732716788,2025-04-26 15:24:25.231194,28.49,Nağdsız_Başqa_Kart,,Geyim/Ayaqqabı,4.35,0.65,İmtina edildi,Çek tapılmadı
10058,46,Qadın,3052.0,88,Aşağı,3,9156.0,3217.52,Yoxdur,0.0,42250.7,56,0,9056636319815,2025-04-07 07:44:24.504575,111.55,Nağdsız_Bankın_Kartı,KFC,Restoran/Kafe,17.02,2.55,Təsdiqləndi,
10048,34,Qadın,1393.0,60,Orta,3,2786.0,1686.58,Aktiv,523.41,2900.45,33,0,4906683594039,2025-07-28 02:21:15.572994,16.45,Nağdsız_Bankın_Kartı,Mango,Geyim/Ayaqqabı,2.51,0.38,Təsdiqləndi,
10046,47,Qadın,2567.0,51,Aşağı,1,7701.0,4956.76,Yoxdur,0.0,35656.72,48,0,7338674641070,2025-04-16 14:02:46.912654,64.32,Nağdsız_Bankın_Kartı,Vapiano,Restoran/Kafe,9.81,1.47,Təsdiqləndi,
10096,31,Qadın,2190.0,5,Aşağı,1,3285.0,1156.37,Aktiv,519.87,5827.61,69,0,4814743164361,2025-05-04 04:30:54.942926,10.34,Nağdsız_Bankın_Kartı,Zəfəran Aptek,Aptek,1.58,0.24,Təsdiqləndi,
10034,38,Kişi,973.0,141,Orta,1,1946.0,408.4,Aktiv,345.67,524.26,33,1,6142586585637,2025-08-10 04:53:48.001850,16.62,Nağdsız_Bankın_Kartı,Araz,Supermarket,2.54,0.38,Təsdiqləndi,
10052,46,Kişi,2511.0,129,Aşağı,3,7533.0,2393.24,Yoxdur,0.0,18233.19,45,0,5817302321782,2025-07-10 22:31:09.389435,128.85,Nağdsız_Bankın_Kartı,Nike Store,Geyim/Ayaqqabı,19.66,2.95,Təsdiqləndi,
10013,38,Kişi,3018.0,188,Aşağı,1,9054.0,0.0,Yoxdur,0.0,18187.02,59,0,2832297801524,2025-05-18 02:33:41.399193,222.22,Nağdsız_Bankın_Kartı,Baku Electronics,Elektronika/Məişət,33.9,5.08,Təsdiqləndi,
10011,54,Kişi,3182.0,300,Aşağı,4,9546.0,2277.84,Yoxdur,0.0,35253.94,52,0,5410381542561,2025-08-06 18:45:41.955006,166.21 AZN,Nağd,Azpetrol,YDM,25.35,2.54,Təsdiqləndi,
10013,38,Kişi,3018.0,188,Aşağı,1,9054.0,0.0,Yoxdur,0.0,18187.02,59,0,4283250730790,2025-05-19 09:37:54.415652,36.74,Nağd,Favorit,Supermarket,5.6,0.56,Təsdiqləndi,
10053,30,Kişi,1983.0,142,Orta,2,3966.0,0.0,Yoxdur,0.0,3039.7,25,0,5819976721549,2025-08-27 11:04:08.554036,58.72,Nağdsız_Bankın_Kartı,Araz,Supermarket,8.96,1.34,Təsdiqləndi,
10050,34,Kişi,1655.0,141,Orta,1,3310.0,1811.33,Yoxdur,0.0,2142.25,28,0,7104165740964,2025-04-09 22:12:53.399931,22.07,Nağdsız_Bankın_Kartı,Araz,Supermarket,3.37,0.51,Təsdiqləndi,
10012,35,Kişi,2741.0,118,Aşağı,1,8223.0,2453.33,Yoxdur,0.0,37133.19,50,0,8411686613320,2025-07-26 14:01:01.474255,57.18,Nağdsız_Başqa_Kart,Bravo,Supermarket,8.72,1.31,Təsdiqləndi,
10091,43,Kişi,1198.0,25,Orta,2,2396.0,512.71,Yoxdur,0.0,1304.3,23,0,7993323666035,2025-04-03 17:16:11.758192,6.53,Nağdsız_Bankın_Kartı,Araz,Supermarket,1.0,0.15,Təsdiqləndi,
10058,46,Qadın,3052.0,88,Aşağı,3,9156.0,3217.52,Yoxdur,0.0,42250.7,56,0,5280673818603,2025-08-27 19:26:08.724482,239.21,Nağd,Azpetrol,YDM,36.49,3.65,Təsdiqləndi,
10074,29,Qadın,1956.0,34,Aşağı,1,2934.0,1518.85,Yoxdur,0.0,9748.54,58,0,9275985581074,2025-06-01 12:26:24.793741,27.93,Nağdsız_Bankın_Kartı,Bravo,Supermarket,4.26,0.64,Təsdiqləndi,
10082,36,Qadın,1742.0,161,Orta,1,3484.0,1607.44,Aktiv,741.73,2264.03,24,0,4571313987674,2025-04-27 03:03:42.446661,40.83,Nağdsız_Başqa_Kart,Hippokrat,Aptek,6.23,0.93,Təsdiqləndi,
10081,28,Kişi,2308.0,42,,4,3462.0,1952.21,Yoxdur,0.0,10794.41,60,0,2231103242312,2025-08-08 06:05:41.972391,29.32,Nağdsız_Bankın_Kartı,Mango,Geyim/Ayaqqabı,4.47,0.67,Təsdiqləndi,
10082,36,Qadın,1742.0,161,Orta,1,3484.0,1607.44,Aktiv,741.73,2264.03,24,0,7024012396805,2025-06-17 06:46:04.719526,46.76,Nağdsız_Bankın_Kartı,Baku Electronics,Elektronika/Məişət,7.13,1.07,Təsdiqləndi,
10001,38,Qadın,1573.0,63,Orta,4,3146.0,1812.85,,0.0,3997.55,49,0,3647715347161,2025-05-31 20:36:31.165091,61.6,Nağdsız_Bankın_Kartı,Neptun,Supermarket,9.4,1.41,Təsdiqləndi,
10017,34,Qadın,1847.0,12,Aşağı,3,2770.5,1099.47,Aktiv,399.22,2930.87,75,1,1019709230307,2025-08-26 18:07:32.775046,40.92,Nağdsız_Bankın_Kartı,Park Cinema,Əyləncə/Asudə Vaxt,6.24,0.94,Təsdiqləndi,
10026,40,Kişi,3334.0,109,Aşağı,1,10002.0,1472.5,Yoxdur,0.0,23166.74,33,0,8943808372251,2025-04-27 21:06:28.393798,193.31,Nağdsız_Bankın_Kartı,Araz,Supermarket,29.49,4.42,Təsdiqləndi,
10058,46,Qadın,3052.0,88,Aşağı,3,9156.0,3217.52,Yoxdur,0.0,42250.7,56,0,1613587240401,2025-04-19 13:05:09.799143,101.21 AZN,Nağdsız_Bankın_Kartı,Socar,YDM,15.44,2.32,Təsdiqləndi,
10052,46,Kişi,2511.0,129,Aşağı,3,7533.0,2393.24,Yoxdur,0.0,18233.19,45,0,2836130998041,2025-05-13 07:33:16.921137,112.44,Nağdsız_Bankın_Kartı,Coffeesta,Restoran/Kafe,17.15,2.57,Təsdiqləndi,
10096,31,Qadın,2190.0,5,Aşağı,1,3285.0,1156.37,Aktiv,519.87,5827.61,69,0,5263780828669,2025-08-14 13:22:06.355834,20.54,Nağdsız_Bankın_Kartı,DeFacto,Geyim/Ayaqqabı,3.13,0.47,Təsdiqləndi,
10050,34,Kişi,1655.0,141,Orta,1,3310.0,1811.33,Yoxdur,0.0,2142.25,28,0,6306286003856,2025-07-27 06:31:18.321785,63.05,Nağdsız_Başqa_Kart,Vapiano,Restoran/Kafe,9.62,1.44,Təsdiqləndi,
10080,65,Kişi,530.0,25,Aşağı,3,0.0,0.0,Yoxdur,0.0,5146.08,21,0,1754267954204,2025-07-01 11:25:55.564522,37.11,Nağdsız_Bankın_Kartı,Azərişıq,Kommunal/Telekommunikasiya,5.66,0.85,Təsdiqləndi,
10058,46,Qadın,3052.0,88,Aşağı,3,9156.0,3217.52,Yoxdur,0.0,42250.7,56,0,9629922904037,2025-08-22 16:43:56.405798,55.56,Nağdsız_Bankın_Kartı,Araz,Supermarket,8.48,1.27,Təsdiqləndi,
10050,34,Kişi,1655.0,141,Orta,1,3310.0,1811.33,Yoxdur,0.0,2142.25,28,0,7576601222037,2025-06-26 07:20:49.184837,13.46,Nağdsız_Bankın_Kartı,Neptun,Supermarket,2.05,0.31,Təsdiqləndi,
10016,44,Kişi,3306.0,210,,3,9918.0,6315.53,Yoxdur,0.0,28642.4,42,0,5796052992829,2025-04-05 06:30:17.711130,230.43,Nağdsız_Başqa_Kart,Coffeesta,Restoran/Kafe,35.15,5.27,Təsdiqləndi,
10048,34,Qadın,1393.0,60,Orta,3,2786.0,1686.58,Aktiv,523.41,2900.45,33,0,3460796580735,2025-04-14 21:21:03.663686,20.24,Nağdsız_Bankın_Kartı,,Geyim/Ayaqqabı,3.09,0.46,Təsdiqləndi,
10058,46,Qadın,3052.0,88,Aşağı,3,9156.0,3217.52,Yoxdur,0.0,42250.7,56,0,6198739346079,2025-06-25 19:44:56.697189,148.93,Nağdsız_Bankın_Kartı,Bravo,Supermarket,22.72,3.41,Təsdiqləndi,
10026,40,Kişi,3334.0,109,Aşağı,1,10002.0,1472.5,Yoxdur,0.0,23166.74,33,0,1265049956543,2025-08-09 03:26:59.244476,90.72,Nağdsız_Bankın_Kartı,Nike Store,Geyim/Ayaqqabı,13.84,2.08,Təsdiqləndi,
10046,47,Qadın,2567.0,51,Aşağı,1,7701.0,4956.76,Yoxdur,0.0,35656.72,48,0,3673913709613,2025-06-19 19:18:04.185250,121.08,Nağdsız_Bankın_Kartı,Favorit,Supermarket,18.47,2.77,Təsdiqləndi,
10092,26,Qadın,1375.0,58,Aşağı,3,2062.5,733.9,Aktiv,277.5,2216.22,48,0,8071521962322,2025-08-16 07:11:45.034703,27.5,Nağdsız_Bankın_Kartı,Azpetrol,YDM,4.19,0.63,Təsdiqləndi,
10011,54,Kişi,3182.0,300,Aşağı,4,9546.0,2277.84,Yoxdur,0.0,35253.94,52,0,9859618116705,2025-06-20 10:07:12.330520,148.1,Nağdsız_Bankın_Kartı,Coffeesta,Restoran/Kafe,22.59,3.39,Təsdiqləndi,
10014,23,Kişi,1440.0,58,,3,2160.0,0.0,Aktiv,583.16,2242.2,57,0,9439982664656,2025-06-25 20:44:49.357515,37.93,Nağdsız_Başqa_Kart,Irshad,Elektronika/Məişət,5.79,0.87,Təsdiqləndi,
10012,35,Kişi,2741.0,118,Aşağı,1,8223.0,2453.33,,0.0,37133.19,50,0,7393859058583,2025-08-02 17:45:31.895971,83.18,Nağdsız_Bankın_Kartı,Bazarstore,Supermarket,12.69,1.9,Təsdiqləndi,
10023,34,Kişi,1800.0,26,Aşağı,4,2700.0,404.67,Aktiv,593.32,6588.82,61,0,8913644717354,2025-07-11 01:37:54.898787,59.88,Nağdsız_Bankın_Kartı,Bolt,Nəqliyyat,9.13,1.37,Təsdiqləndi,
10048,34,Qadın,1393.0,60,Orta,3,2786.0,1686.58,Aktiv,523.41,2900.45,33,0,5918775196502,2025-04-19 13:53:26.652094,21.89,Nağd,Hippokrat,Aptek,3.34,0.33,Təsdiqləndi,
10058,46,Qadın,3052.0,88,Aşağı,3,9156.0,3217.52,Yoxdur,0.0,42250.7,56,0,5995515142561,2025-05-13 06:55:12.039524,102.83,Nağdsız_Bankın_Kartı,Coffeesta,Restoran/Kafe,15.69,2.35,Təsdiqləndi,
10020,39,Kişi,1982.0,170,Orta,1,3964.0,3528.28,Yoxdur,0.0,4064.14,20,0,9016593374386,2025-09-03 15:24:17.088573,5.0,Nağdsız_Bankın_Kartı,Bazarstore,Supermarket,0.76,0.11,Təsdiqləndi,
10011,54,Kişi,3182.0,300,Aşağı,4,9546.0,2277.84,Yoxdur,0.0,35253.94,52,0,9564135190675,2025-06-27 08:29:22.358840,163.53,Nağdsız_Başqa_Kart,KFC,Restoran/Kafe,24.95,3.74,Təsdiqləndi,
10023,34,Kişi,1800.0,26,Aşağı,4,2700.0,404.67,Aktiv,593.32,6588.82,61,0,5218163986484,2025-07-14 13:45:09.057804,78.46 AZN,Nağdsız_Bankın_Kartı,Mango,Geyim/Ayaqqabı,11.97,1.8,Təsdiqləndi,
10059,31,Kişi,983.0,3,Orta,1,1966.0,1116.0,Yoxdur,0.0,1775.92,43,0,7555092679599,2025-05-23 18:52:26.403936,6.48,Nağdsız_Bankın_Kartı,Park Cinema,Əyləncə/Asudə Vaxt,0.99,0.15,Təsdiqləndi,
10022,44,Qadın,2792.0,3,Aşağı,3,8376.0,5787.5,Yoxdur,0.0,25146.61,57,0,8333432742496,2025-09-04 01:58:22.082658,349.38,Nağdsız_Bankın_Kartı,28 Cinema,Əyləncə/Asudə Vaxt,53.3,7.99,Təsdiqləndi,
10050,34,Kişi,1655.0,141,Orta,1,3310.0,1811.33,Yoxdur,0.0,2142.25,28,0,8808318587353,2025-07-10 07:39:34.032991,45.18,Nağdsız_Bankın_Kartı,DeFacto,Geyim/Ayaqqabı,6.89,1.03,Təsdiqləndi,
10067,36,Kişi,1934.0,153,Orta,2,3868.0,2930.82,Aktiv,725.6,4468.34,32,0,2858346985285,2025-07-28 00:00:04.413015,30.35,Nağdsız_Bankın_Kartı,Favorit,Supermarket,4.63,0.69,Təsdiqləndi,
10061,26,Kişi,1471.0,73,Aşağı,2,2206.5,1253.46,Yoxdur,0.0,4465.84,62,0,2504261428106,2025-06-18 11:28:35.287756,55.93,Nağdsız_Bankın_Kartı,Araz,Supermarket,8.53,1.28,Təsdiqləndi,
10027,39,Qadın,2230.0,33,Aşağı,1,6690.0,1158.01,Yoxdur,0.0,17711.73,48,0,5048893045419,2025-07-02 04:05:33.791843,114.36,Nağdsız_Başqa_Kart,Coffeesta,Restoran/Kafe,17.44,2.62,Təsdiqləndi,
10002,25,Qadın,1856.0,61,Aşağı,1,2784.0,1137.84,Aktiv,801.22,2043.1,77,0,1984127008830,2025-07-31 16:34:15.975806,27.53,Nağdsız_Bankın_Kartı,Lukoil,YDM,4.2,0.63,Təsdiqləndi,
10016,44,Kişi,3306.0,210,Aşağı,3,9918.0,6315.53,Yoxdur,0.0,28642.4,42,0,6361310916605,2025-07-20 00:58:35.620348,142.57,Nağdsız_Başqa_Kart,Araz,Supermarket,21.75,3.26,Təsdiqləndi,
10036,34,Qadın,1290.0,111,Aşağı,4,1935.0,1087.81,Aktiv,263.87,2838.97,53,0,7981003159440,2025-09-06 12:23:32.195976,47.59,Nağdsız_Bankın_Kartı,Bazarstore,Supermarket,7.26,1.09,Təsdiqləndi,
10012,35,Kişi,,118,Aşağı,1,8223.0,2453.33,Yoxdur,0.0,37133.19,50,0,9394287252468,2025-08-21 17:16:54.657941,97.93,Nağdsız_Bankın_Kartı,Vapiano,Restoran/Kafe,14.94,2.24,Təsdiqləndi,
10012,35,Kişi,2741.0,118,Aşağı,1,8223.0,2453.33,Yoxdur,0.0,37133.19,50,0,7895869404122,2025-08-05 10:31:15.266559,130.67,Nağdsız_Bankın_Kartı,Neptun,Supermarket,19.93,2.99,Təsdiqləndi,
10069,63,Kişi,519.0,300,Aşağı,2,0.0,0.0,Yoxdur,0.0,4835.64,12,0,7433070373556,2025-06-30 14:20:00.670193,5.0,Nağdsız_Bankın_Kartı,Avis Aptek,Aptek,0.76,0.11,Təsdiqləndi,
10046,47,Qadın,2567.0,51,,1,7701.0,4956.76,Yoxdur,0.0,35656.72,48,0,0168100304263,2025-04-10 21:52:52.464794,230.15,Nağdsız_Bankın_Kartı,Optimal,Elektronika/Məişət,35.11,5.27,Təsdiqləndi,
10013,38,Kişi,3018.0,188,Aşağı,1,9054.0,0.0,Yoxdur,0.0,18187.02,59,0,0822055681680,2025-08-19 08:45:49.246442,96.42,Nağdsız_Bankın_Kartı,Vapiano,Restoran/Kafe,14.71,2.21,Təsdiqləndi,
10012,35,Kişi,2741.0,118,Aşağı,1,8223.0,2453.33,Yoxdur,0.0,37133.19,50,0,9117481719543,2025-04-23 06:54:28.414241,122.25,Nağdsız_Bankın_Kartı,Socar,YDM,18.65,2.8,Təsdiqləndi,
10074,29,Qadın,1956.0,34,Aşağı,1,2934.0,1518.85,Yoxdur,0.0,9748.54,58,0,1539836117616,2025-06-09 22:01:22.931402,9.47,Nağdsız_Bankın_Kartı,Bir-İki Dönər,Restoran/Kafe,1.44,0.22,Təsdiqləndi,
10093,33,Qadın,1560.0,82,Aşağı,2,2340.0,852.84,Yoxdur,0.0,7227.29,47,0,1829081404706,2025-08-31 09:43:16.183675,11.64,Nağdsız_Bankın_Kartı,DeFacto,Geyim/Ayaqqabı,1.78,0.27,Təsdiqləndi,
10029,38,Qadın,1090.0,161,Orta,2,2180.0,0.0,Aktiv,476.21,1612.78,46,1,4504578477907,2025-06-16 17:52:11.223934,43.0,Nağdsız_Bankın_Kartı,Bazarstore,Supermarket,6.56,0.98,Təsdiqləndi,
10090,38,Kişi,1857.0,88,Orta,4,3714.0,0.0,Aktiv,636.01,5545.23,50,0,7197204583983,2025-04-07 21:58:38.278832,9.46 AZN,Nağdsız_Bankın_Kartı,Bazarstore,Supermarket,1.44,0.22,Təsdiqləndi,
10058,46,Qadın,,88,Aşağı,3,9156.0,3217.52,Yoxdur,0.0,42250.7,56,0,4657687335386,2025-09-08 22:46:22.454446,158.82,Nağdsız_Bankın_Kartı,Park Cinema,Əyləncə/Asudə Vaxt,24.23,3.63,Təsdiqləndi,
10010,24,Qadın,1989.0,6,,4,2983.5,0.0,Aktiv,851.08,7220.65,51,0,7026238866649,2025-08-15 22:47:47.222778,31.86,Nağdsız_Bankın_Kartı,Vapiano,Restoran/Kafe,4.86,0.73,Təsdiqləndi,
10016,44,Kişi,3306.0,210,Aşağı,3,9918.0,6315.53,Yoxdur,0.0,28642.4,42,0,5126431415137,2025-04-06 04:37:35.082265,177.33,Nağdsız_Bankın_Kartı,DeFacto,Geyim/Ayaqqabı,27.05,4.06,Təsdiqləndi,
10050,34,Kişi,1655.0,141,Orta,1,3310.0,1811.33,Yoxdur,0.0,2142.25,28,0,0370817233052,2025-04-05 23:36:01.178553,14.7,Nağdsız_Bankın_Kartı,Bravo,Supermarket,2.24,0.34,Təsdiqləndi,
10012,35,Kişi,2741.0,118,Aşağı,1,8223.0,2453.33,Yoxdur,0.0,37133.19,50,0,2459631225525,2025-09-20 01:03:42.281995,216.67,Nağdsız_Bankın_Kartı,Socar,YDM,33.05,4.96,Təsdiqləndi,
10006,21,Kişi,214.0,21,Orta,4,0.0,0.0,Yoxdur,0.0,230.54,55,0,8122848185233,2025-08-09 08:27:33.698013,29.74 AZN,Nağdsız_Bankın_Kartı,Bravo,Supermarket,4.54,0.68,Təsdiqləndi,
10089,45,Kişi,1775.0,6,Orta,2,3550.0,968.63,Yoxdur,0.0,3481.33,32,0,4724797207829,2025-07-16 18:19:21.964646,14.64,Nağdsız_Bankın_Kartı,Azercell Balans Artımı,Kommunal/Telekommunikasiya,2.23,0.33,Təsdiqləndi,
10023,34,Kişi,1800.0,26,Aşağı,4,2700.0,404.67,Aktiv,593.32,6588.82,61,0,8986547139769,2025-07-26 04:04:30.415154,23.88,Nağd,Bravo,Supermarket,3.64,0.36,İmtina edildi,Müddət keçib
10082,36,Qadın,1742.0,161,Orta,1,3484.0,1607.44,Aktiv,741.73,2264.03,24,0,4312710666300,2025-09-24 05:47:32.609369,96.83,Nağdsız_Bankın_Kartı,Araz,Supermarket,14.77,2.22,Təsdiqləndi,
10012,35,Kişi,2741.0,118,Aşağı,1,8223.0,2453.33,Yoxdur,0.0,37133.19,50,0,8302104675753,2025-09-23 21:03:36.224866,45.16,Nağdsız_Bankın_Kartı,Mado,Restoran/Kafe,6.89,1.03,Təsdiqləndi,
10019,48,Kişi,1702.0,259,Orta,4,3404.0,2686.59,Aktiv,479.12,2206.67,34,0,2745410362150,2025-06-25 23:26:12.285508,173.02,Nağdsız_Başqa_Kart,Neptun,Supermarket,26.39,3.96,Təsdiqləndi,
10088,30,Kişi,1902.0,132,Aşağı,2,2853.0,1864.91,Aktiv,442.81,7156.12,52,0,9632878849672,2025-08-18 02:51:06.015782,44.62,Nağdsız_Bankın_Kartı,,Geyim/Ayaqqabı,6.81,1.02,Təsdiqləndi,
10063,33,Qadın,1353.0,128,Aşağı,1,2029.5,294.21,Yoxdur,0.0,4779.42,61,0,9475648099949,2025-09-16 10:46:22.009708,74.1,Nağdsız_Bankın_Kartı,Uber,Nəqliyyat,11.3,1.7,Təsdiqləndi,
10023,34,Kişi,1800.0,26,Aşağı,4,2700.0,404.67,Aktiv,593.32,6588.82,61,0,4188290481658,2025-09-04 13:23:44.899723,36.28,Nağdsız_Başqa_Kart,Bravo,Supermarket,5.53,0.83,Təsdiqləndi,
10026,40,Kişi,3334.0,109,Aşağı,1,10002.0,1472.5,Yoxdur,0.0,23166.74,33,0,7435634048182,2025-06-11 02:15:20.382938,112.08,Nağdsız_Bankın_Kartı,ZARA,Geyim/Ayaqqabı,17.1,2.56,Təsdiqləndi,
10093,33,Qadın,1560.0,82,Aşağı,2,2340.0,852.84,Yoxdur,0.0,7227.29,47,0,4357156924533,2025-04-17 11:08:17.159526,84.18,Nağdsız_Bankın_Kartı,Bazarstore,Supermarket,12.84,1.93,Təsdiqləndi,
10046,47,Qadın,2567.0,51,Aşağı,1,7701.0,4956.76,Yoxdur,0.0,35656.72,48,0,3170170277534,2025-05-31 13:10:05.373882,342.54,Nağdsız_Bankın_Kartı,Lukoil,YDM,52.25,7.84,Təsdiqləndi,
10088,30,Kişi,,132,Aşağı,2,2853.0,1864.91,Aktiv,442.81,7156.12,52,0,6233889076406,2025-04-03 13:48:05.402361,161.08,Nağdsız_Bankın_Kartı,Neptun,Supermarket,24.57,3.69,Təsdiqləndi,
10067,36,Kişi,1934.0,153,Orta,2,3868.0,2930.82,Aktiv,725.6,4468.34,32,0,1512517329627,2025-05-07 13:18:55.644907,20.14,Nağdsız_Başqa_Kart,Neptun,Supermarket,3.07,0.46,Təsdiqləndi,
10016,44,Kişi,3306.0,210,Aşağı,3,9918.0,6315.53,Yoxdur,0.0,28642.4,42,0,1833896477477,2025-08-25 13:54:21.440710,233.38,Nağd,Lukoil,YDM,35.6,3.56,Təsdiqləndi,
10046,47,Qadın,2567.0,51,Aşağı,1,7701.0,4956.76,Yoxdur,0.0,35656.72,48,0,0116693244053,2025-04-04 01:10:09.761389,249.32,Nağdsız_Bankın_Kartı,Zəfəran Aptek,Aptek,38.03,5.7,Təsdiqləndi,
10022,44,Qadın,2792.0,3,Aşağı,3,8376.0,5787.5,Yoxdur,0.0,25146.61,57,0,5786850909882,2025-06-01 11:59:22.074851,34.37,Nağdsız_Bankın_Kartı,Favorit,Supermarket,5.24,0.79,İmtina edildi,Təkrarlanan müraciət
10012,35,Kişi,2741.0,118,Aşağı,1,8223.0,2453.33,Yoxdur,0.0,37133.19,50,0,1817509376743,2025-09-17 23:18:59.273381,52.05,Nağdsız_Bankın_Kartı,Lukoil,YDM,7.94,1.19,Təsdiqləndi,
10013,38,Kişi,3018.0,188,Aşağı,1,9054.0,0.0,Yoxdur,0.0,18187.02,59,0,1565762813711,2025-07-31 18:18:48.427547,148.98,Nağdsız_Bankın_Kartı,KFC,Restoran/Kafe,22.73,3.41,Təsdiqləndi,
10011,54,Kişi,3182.0,300,Aşağı,4,9546.0,2277.84,Yoxdur,0.0,35253.94,52,0,2920366687515,2025-07-21 08:15:13.530591,63.99,Nağdsız_Bankın_Kartı,Uber,Nəqliyyat,9.76,1.46,Təsdiqləndi,
10062,35,Qadın,1994.0,14,Orta,2,3988.0,0.0,Aktiv,688.17,5072.32,45,0,7329594293089,2025-08-10 05:45:27.770814,20.58,Nağdsız_Bankın_Kartı,Zəfəran Aptek,Aptek,3.14,0.47,Təsdiqləndi,
